spend_id,council_id,council_name,region_name,spend_year,spend_category,budget_GBP,actual_spend_GBP,variance_GBP,pct_budget_utilised,spend_per_capita_GBP,funding_source
SP-0589,LA067,Tameside Metropolitan Borough Council,North West,2022,Waste Management,26808176,20396700,-6411476,76.1,90.37,City Deal
SP-0590,LA067,Tameside Metropolitan Borough Council,North West,2023,Digital Infrastructure,33140381,35101500,1961119,105.9,155.52,Combined Authority
SP-0591,LA067,Tameside Metropolitan Borough Council,North West,2023,Energy & Utilities,11730509,9279700,-2450809,79.1,41.12,EU Structural Funds
SP-0592,LA068,Trafford Metropolitan Borough Council,North West,2022,Roads & Transport,5808374,7387200,1578826,127.2,31.12,Mixed Funding
SP-0593,LA068,Trafford Metropolitan Borough Council,North West,2021,Housing & Planning,28962185,34920800,5958615,120.6,147.1,Mixed Funding
SP-0594,LA068,Trafford Metropolitan Borough Council,North West,2020,Housing & Planning,22743036,29308400,6565364,128.9,123.46,Local Authority Budget
SP-0595,LA068,Trafford Metropolitan Borough Council,North West,2020,Flood & Drainage,8346618,6519500,-1827118,78.1,27.46,EU Structural Funds
SP-0596,LA068,Trafford Metropolitan Borough Council,North West,2023,Parks & Green Spaces,26154250,28154800,2000550,107.6,118.6,Local Authority Budget
SP-0597,LA068,Trafford Metropolitan Borough Council,North West,2023,Waste Management,8528895,5931900,-2596995,69.6,24.99,Combined Authority
SP-0598,LA068,Trafford Metropolitan Borough Council,North West,2019,Digital Infrastructure,39116615,41558000,2441385,106.2,175.05,Local Authority Budget
SP-0600,LA068,Trafford Metropolitan Borough Council,North West,2019,Energy & Utilities,7213305,6897100,-316205,95.6,29.05,Levelling Up Fund
SP-0599,LA068,Trafford Metropolitan Borough Council,North West,2022,Digital Infrastructure,9181389,10883600,1702211,118.5,45.84,City Deal
SP-0609,LA070,Bolton Metropolitan Borough Council,North West,2020,Roads & Transport,40126914,30986100,-9140814,77.2,105.14,Mixed Funding
SP-0610,LA070,Bolton Metropolitan Borough Council,North West,2020,Housing & Planning,8363746,9007754.44,644008.44,107.7,30.56,Combined Authority
SP-0611,LA070,Bolton Metropolitan Borough Council,North West,2023,Housing & Planning,33517065,33583100,66035,100.2,113.96,City Deal
SP-0612,LA070,Bolton Metropolitan Borough Council,North West,2022,Flood & Drainage,3897455,4024400,126945,103.3,13.66,Central Government Grant
SP-0613,LA070,Bolton Metropolitan Borough Council,North West,2021,Parks & Green Spaces,10683815,11702800,1018985,109.5,39.71,Local Authority Budget
SP-0614,LA070,Bolton Metropolitan Borough Council,North West,2019,Parks & Green Spaces,28656494,26239600,-2416894,91.6,89.04,Combined Authority
SP-0615,LA070,Bolton Metropolitan Borough Council,North West,2020,Waste Management,9337585,10698100,1360515,114.6,36.3,Combined Authority
SP-0616,LA070,Bolton Metropolitan Borough Council,North West,2021,Digital Infrastructure,27889283,19249800,-8639483,69,65.32,EU Structural Funds
SP-0617,LA070,Bolton Metropolitan Borough Council,North West,2021,Energy & Utilities,44058301,44801800,743499,101.7,152.03,Levelling Up Fund
SP-0648,LA075,Burnley Borough Council,North West,2023,Roads & Transport,33023736,23658300,-9365436,71.6,252.49,Mixed Funding
SP-0649,LA075,Burnley Borough Council,North West,2019,Housing & Planning,35290339,43066000,7775661,122,459.62,Levelling Up Fund
SP-0650,LA075,Burnley Borough Council,North West,2020,Flood & Drainage,24115331,19477000,-4638331,80.8,207.87,Levelling Up Fund
SP-0651,LA075,Burnley Borough Council,North West,2019,Flood & Drainage,20656242,20083000,-573242,97.2,214.33,Local Authority Budget
SP-0652,LA075,Burnley Borough Council,North West,2019,Parks & Green Spaces,16684035,14141400,-2542635,84.8,150.92,Combined Authority
SP-0653,LA075,Burnley Borough Council,North West,2021,Parks & Green Spaces,44904450,42792600,-2111850,95.3,456.7,Levelling Up Fund
SP-0654,LA075,Burnley Borough Council,North West,2022,Waste Management,9578894,10201000,622106,106.5,108.87,Local Authority Budget
SP-0655,LA075,Burnley Borough Council,North West,2020,Digital Infrastructure,38607359,51291700,12684341,132.9,547.4,City Deal
SP-0656,LA075,Burnley Borough Council,North West,2019,Digital Infrastructure,979547,1125500,145953,114.9,12.01,Private Finance Initiative
SP-0657,LA075,Burnley Borough Council,North West,2020,Energy & Utilities,1769338,2227300,457962,125.9,23.77,Local Authority Budget
SP-0658,LA075,Burnley Borough Council,North West,2019,Energy & Utilities,35039222,42449600,7410378,121.1,453.04,Mixed Funding
SP-0774,LA088,Folkestone and Hythe District Council,South East,2021,Parks & Green Spaces,29548192,37411800,7863608,126.6,333.44,Combined Authority
SP-0775,LA088,Folkestone and Hythe District Council,South East,2020,Waste Management,28541638,36485900,7944262,127.8,325.19,Mixed Funding
SP-0776,LA088,Folkestone and Hythe District Council,South East,2022,Digital Infrastructure,16613664,22139900,5526236,133.3,197.33,Mixed Funding
SP-0777,LA088,Folkestone and Hythe District Council,South East,2021,Energy & Utilities,3866884,4831400,964516,124.9,43.06,Combined Authority
SP-0770,LA088,Folkestone and Hythe District Council,South East,2021,Roads & Transport,10990936,9526700,-1464236,86.7,84.91,Mixed Funding
SP-0771,LA088,Folkestone and Hythe District Council,South East,2023,Housing & Planning,18238585,14979000,-3259585,82.1,133.5,Levelling Up Fund
SP-0772,LA088,Folkestone and Hythe District Council,South East,2022,Flood & Drainage,24337924,19195400,-5142524,78.9,171.08,Mixed Funding
SP-0773,LA088,Folkestone and Hythe District Council,South East,2019,Flood & Drainage,36185776,37912800,1727024,104.8,337.9,Private Finance Initiative
SP-0778,LA089,Eastbourne Borough Council,South East,2020,Roads & Transport,6916912,6300500,-616412,91.1,61.29,Levelling Up Fund
SP-0779,LA089,Eastbourne Borough Council,South East,2023,Housing & Planning,19992054,17679300,-2312754,88.4,171.98,Combined Authority
SP-0780,LA089,Eastbourne Borough Council,South East,2023,Flood & Drainage,19277615,15387500,-3890115,79.8,149.68,EU Structural Funds
SP-0781,LA089,Eastbourne Borough Council,South East,2020,Parks & Green Spaces,38396503,25321900,-13074603,65.9,246.32,EU Structural Funds
SP-0782,LA089,Eastbourne Borough Council,South East,2022,Waste Management,31414006,31050500,-363506,98.8,302.05,City Deal
SP-0783,LA089,Eastbourne Borough Council,South East,2021,Digital Infrastructure,3722844,2788500,-934344,74.9,27.13,Levelling Up Fund
SP-0784,LA089,Eastbourne Borough Council,South East,2023,Energy & Utilities,27348789,35606000,8257211,130.2,346.36,City Deal
SP-0863,LA098,Swindon Borough Council,South West,2019,Energy & Utilities,22629284,21535900,-1093384,95.2,97.1,Private Finance Initiative
SP-0855,LA098,Swindon Borough Council,South West,2020,Roads & Transport,23856890,17844900,-6011990,74.8,80.45,City Deal
SP-0856,LA098,Swindon Borough Council,South West,2022,Housing & Planning,11698796,11787800,89004,100.8,53.15,EU Structural Funds
SP-0857,LA098,Swindon Borough Council,South West,2023,Housing & Planning,34725847,30956200,-3769647,89.1,139.56,City Deal
SP-0858,LA098,Swindon Borough Council,South West,2020,Flood & Drainage,28956255,31668600,2712345,109.4,142.78,Private Finance Initiative
SP-0859,LA098,Swindon Borough Council,South West,2019,Parks & Green Spaces,4601374,5326900,725526,115.8,24.02,EU Structural Funds
SP-0860,LA098,Swindon Borough Council,South West,2022,Waste Management,1890400,1710200,-180200,90.5,7.71,Local Authority Budget
SP-0861,LA098,Swindon Borough Council,South West,2023,Digital Infrastructure,36452647,40286700,3834053,110.5,181.64,Combined Authority
SP-0862,LA098,Swindon Borough Council,South West,2019,Digital Infrastructure,2541500,2101820.5,-439679.5,82.7,9.47,City Deal
SP-0868,LA099,Bath and North East Somerset Council,South West,2022,Waste Management,31209351,36920800,5711449,118.3,190.22,EU Structural Funds
SP-0869,LA099,Bath and North East Somerset Council,South West,2023,Digital Infrastructure,38513448,39983800,1470352,103.8,206,Combined Authority
SP-0870,LA099,Bath and North East Somerset Council,South West,2020,Digital Infrastructure,23789737,26700400,2910663,112.2,137.56,Combined Authority
SP-0871,LA099,Bath and North East Somerset Council,South West,2022,Energy & Utilities,12783146,15090200,2307054,118,77.74,Private Finance Initiative
SP-0864,LA099,Bath and North East Somerset Council,South West,2020,Roads & Transport,20090937,13062900,-7028037,65,67.3,Private Finance Initiative
SP-0865,LA099,Bath and North East Somerset Council,South West,2020,Housing & Planning,21040615,20037600,-1003015,95.2,103.23,Private Finance Initiative
SP-0866,LA099,Bath and North East Somerset Council,South West,2022,Flood & Drainage,13788397,9146000,-4642397,66.3,47.12,Private Finance Initiative
SP-0867,LA099,Bath and North East Somerset Council,South West,2019,Parks & Green Spaces,11578018,15193200,3615182,131.2,78.28,Mixed Funding
SP-0872,LA100,Wiltshire Council,South West,2022,Roads & Transport,9945492,10542900,597408,106,21.2,Combined Authority
SP-0873,LA100,Wiltshire Council,South West,2021,Housing & Planning,23775246,21164000,-2611246,89,42.56,Combined Authority
SP-0874,LA100,Wiltshire Council,South West,2019,Flood & Drainage,44095878,39683100,-4412778,90,79.8,EU Structural Funds
SP-0875,LA100,Wiltshire Council,South West,2019,Parks & Green Spaces,18070992,12403600,-5667392,68.6,24.94,City Deal
SP-0876,LA100,Wiltshire Council,South West,2019,Waste Management,36314896,24218400,-12096496,66.7,48.7,Combined Authority
SP-0877,LA100,Wiltshire Council,South West,2022,Digital Infrastructure,23419353,23114800,-304553,98.7,46.48,Private Finance Initiative
SP-0878,LA100,Wiltshire Council,South West,2021,Energy & Utilities,8998706,7903000,-1095706,87.8,15.89,City Deal
SP-0932,LA107,Stroud District Council,South West,2022,Roads & Transport,15292862,13590500,-1702362,88.9,114.59,Combined Authority
SP-0933,LA107,Stroud District Council,South West,2019,Housing & Planning,28462195,19069670.65,-9392524.35,67,160.76,City Deal
SP-0934,LA107,Stroud District Council,South West,2021,Flood & Drainage,6458160,5813900,-644260,90,49.02,Levelling Up Fund
SP-0935,LA107,Stroud District Council,South West,2019,Parks & Green Spaces,16704506,13857400,-2847106,83,116.84,Levelling Up Fund
SP-0936,LA107,Stroud District Council,South West,2022,Waste Management,29889306,32897900,3008594,110.1,277.39,Private Finance Initiative
SP-0937,LA107,Stroud District Council,South West,2021,Waste Management,24219314,24170200,-49114,99.8,203.8,EU Structural Funds
SP-0938,LA107,Stroud District Council,South West,2019,Digital Infrastructure,13078780,16444000,3365220,125.7,138.65,Private Finance Initiative
SP-0939,LA107,Stroud District Council,South West,2023,Digital Infrastructure,29867332,27006200,-2861132,90.4,227.71,Levelling Up Fund
SP-0940,LA107,Stroud District Council,South West,2019,Energy & Utilities,39905753,45498000,5592247,114,383.63,Mixed Funding
SP-0941,LA108,Forest of Dean District Council,South West,2020,Roads & Transport,21599073,22888500,1289427,106,263.09,City Deal
SP-0942,LA108,Forest of Dean District Council,South West,2019,Housing & Planning,23051443,18826600,-4224843,81.7,216.4,EU Structural Funds
SP-0943,LA108,Forest of Dean District Council,South West,2019,Flood & Drainage,38032345,49221800,11189455,129.4,565.77,Combined Authority
SP-0944,LA108,Forest of Dean District Council,South West,2023,Flood & Drainage,20086642,17091600,-2995042,85.1,196.46,City Deal
SP-0945,LA108,Forest of Dean District Council,South West,2023,Parks & Green Spaces,4891921,4049400,-842521,82.8,46.54,Private Finance Initiative
SP-0946,LA108,Forest of Dean District Council,South West,2022,Waste Management,11376386,7403600,-3972786,65.1,85.1,Mixed Funding
SP-0947,LA108,Forest of Dean District Council,South West,2020,Digital Infrastructure,30292875,36128300,5835425,119.3,415.27,Private Finance Initiative
SP-0948,LA108,Forest of Dean District Council,South West,2022,Energy & Utilities,9438336,10219900,781564,108.3,117.47,Local Authority Budget
SP-0949,LA109,Birmingham City Council,West Midlands,2022,Roads & Transport,7923863,7543600,-380263,95.2,6.61,Mixed Funding
SP-0950,LA109,Birmingham City Council,West Midlands,2019,Roads & Transport,1319998,1500600,180602,113.7,1.31,Levelling Up Fund
SP-0951,LA109,Birmingham City Council,West Midlands,2022,Housing & Planning,12722385,11648800,-1073585,91.6,10.2,Local Authority Budget
SP-0952,LA109,Birmingham City Council,West Midlands,2019,Housing & Planning,8871080,11832200,2961120,133.4,10.36,Levelling Up Fund
SP-0953,LA109,Birmingham City Council,West Midlands,2023,Flood & Drainage,12489428,14135500,1646072,113.2,12.38,Local Authority Budget
SP-0954,LA109,Birmingham City Council,West Midlands,2020,Flood & Drainage,25966383,33404900,7438517,128.6,29.26,EU Structural Funds
SP-0955,LA109,Birmingham City Council,West Midlands,2019,Parks & Green Spaces,9413596,9421900,8304,100.1,8.25,EU Structural Funds
SP-0956,LA109,Birmingham City Council,West Midlands,2022,Waste Management,1899145,1279600,-619545,67.4,1.12,Combined Authority
SP-0957,LA109,Birmingham City Council,West Midlands,2023,Digital Infrastructure,19415495,14056200,-5359295,72.4,12.31,Private Finance Initiative
SP-0958,LA109,Birmingham City Council,West Midlands,2020,Energy & Utilities,33141465,41171200,8029735,124.2,36.06,Local Authority Budget
SP-1036,LA119,Herefordshire Council,West Midlands,2023,Roads & Transport,14468601,14126800,-341801,97.6,73.04,Central Government Grant
SP-1037,LA119,Herefordshire Council,West Midlands,2022,Housing & Planning,32396065,22248800,-10147265,68.7,115.04,EU Structural Funds
SP-1038,LA119,Herefordshire Council,West Midlands,2020,Flood & Drainage,23254749,27360200,4105451,117.7,NULL,Central Government Grant
SP-1039,LA119,Herefordshire Council,West Midlands,2021,Flood & Drainage,21448803,15864700,-5584103,74,82.03,Local Authority Budget
SP-0062,LA007,Mansfield District Council,East Midlands,2019,Roads & Transport,18501819,20539100,2037281,111,190.53,Local Authority Budget
SP-0063,LA007,Mansfield District Council,East Midlands,2019,Housing & Planning,22782631,21842300,-940331,95.9,202.62,City Deal
SP-0064,LA007,Mansfield District Council,East Midlands,2022,Flood & Drainage,862044,1139000,276956,132.1,10.57,Combined Authority
SP-0065,LA007,Mansfield District Council,East Midlands,2020,Flood & Drainage,36826646,26713300,-10113346,72.5,247.8,City Deal
SP-0066,LA007,Mansfield District Council,East Midlands,2021,Parks & Green Spaces,43329332,51707200,8377868,119.3,479.66,Local Authority Budget
SP-0067,LA007,Mansfield District Council,East Midlands,2023,Waste Management,39023906,35579800,-3444106,91.2,330.05,Combined Authority
SP-0068,LA007,Mansfield District Council,East Midlands,2022,Digital Infrastructure,28966414,36527400,7560986,126.1,338.84,City Deal
SP-0069,LA007,Mansfield District Council,East Midlands,2020,Energy & Utilities,13473775,16326100,2852325,121.2,151.45,City Deal
SP-0152,LA017,Norwich City Council,East of England,2023,Roads & Transport,38481281,36663700,-1817581,95.3,169.98,Central Government Grant
SP-0153,LA017,Norwich City Council,East of England,2019,Housing & Planning,13979511,10381600,-3597911,74.3,48.13,Levelling Up Fund
SP-0154,LA017,Norwich City Council,East of England,2021,Housing & Planning,13543451,18152700,4609249,134,84.16,Levelling Up Fund
SP-0155,LA017,Norwich City Council,East of England,2019,Flood & Drainage,9273191,11131000,1857809,120,51.6,City Deal
SP-0156,LA017,Norwich City Council,East of England,2019,Parks & Green Spaces,14933877,11759100,-3174777,78.7,54.52,City Deal
SP-0157,LA017,Norwich City Council,East of England,2019,Waste Management,44394945,33974400,-10420545,76.5,157.51,EU Structural Funds
SP-0158,LA017,Norwich City Council,East of England,2021,Digital Infrastructure,27870400,34482900,6612500,123.7,159.87,Central Government Grant
SP-0159,LA017,Norwich City Council,East of England,2021,Energy & Utilities,8488976,11365900,2876924,133.9,52.69,Private Finance Initiative
SP-0160,LA017,Norwich City Council,East of England,2023,Energy & Utilities,38988555,26046000,-12942555,66.8,120.75,Mixed Funding
SP-0161,LA018,Ipswich Borough Council,East of England,2023,Roads & Transport,19191674,16483500,-2708174,85.9,119.79,Levelling Up Fund
SP-0162,LA018,Ipswich Borough Council,East of England,2019,Housing & Planning,30239009,34277100,4038091,113.4,249.11,EU Structural Funds
SP-0163,LA018,Ipswich Borough Council,East of England,2022,Flood & Drainage,14708507,13886600,-821907,94.4,100.92,Private Finance Initiative
SP-0164,LA018,Ipswich Borough Council,East of England,2020,Flood & Drainage,19727131,24198200,4471069,122.7,175.86,Central Government Grant
SP-0165,LA018,Ipswich Borough Council,East of England,2020,Parks & Green Spaces,44872400,53465100,8592700,119.1,388.55,Combined Authority
SP-0166,LA018,Ipswich Borough Council,East of England,2021,Parks & Green Spaces,28790430,38812700,10022270,134.8,282.07,Levelling Up Fund
SP-0167,LA018,Ipswich Borough Council,East of England,2021,Waste Management,24559663,30398200,5838537,123.8,220.92,Combined Authority
SP-0168,LA018,Ipswich Borough Council,East of England,2019,Digital Infrastructure,21900505,28539800,6639295,130.3,207.41,City Deal
SP-0169,LA018,Ipswich Borough Council,East of England,2023,Energy & Utilities,37040452,26738100,-10302352,72.2,194.32,Private Finance Initiative
SP-0178,LA020,Luton Borough Council,East of England,2021,Roads & Transport,10537987,7903600,-2634387,75,35.08,Central Government Grant
SP-0179,LA020,Luton Borough Council,East of England,2021,Housing & Planning,14771335,13141600,-1629735,89,58.33,Local Authority Budget
SP-0180,LA020,Luton Borough Council,East of England,2023,Flood & Drainage,19973943,24228900,4254957,121.3,107.54,Private Finance Initiative
SP-0181,LA020,Luton Borough Council,East of England,2023,Parks & Green Spaces,7161781,9597300,2435519,134,42.6,Local Authority Budget
SP-0182,LA020,Luton Borough Council,East of England,2021,Waste Management,4660447,3851700,-808747,82.6,17.1,City Deal
SP-0183,LA020,Luton Borough Council,East of England,2020,Digital Infrastructure,26765504,24197600,-2567904,90.4,107.4,City Deal
SP-0184,LA020,Luton Borough Council,East of England,2020,Energy & Utilities,44928949,36769300,-8159649,81.8,163.2,Local Authority Budget
SP-0216,LA025,Colchester Borough Council,East of England,2019,Roads & Transport,43695054,41044200,-2650854,93.9,210.16,Private Finance Initiative
SP-0217,LA025,Colchester Borough Council,East of England,2020,Roads & Transport,8817969,9005500,187531,102.1,46.11,Mixed Funding
SP-0218,LA025,Colchester Borough Council,East of England,2023,Housing & Planning,18635853,20726100,2090247,111.2,106.12,EU Structural Funds
SP-0219,LA025,Colchester Borough Council,East of England,2020,Flood & Drainage,10350240,12836400,2486160,124,65.73,Central Government Grant
SP-0220,LA025,Colchester Borough Council,East of England,2020,Parks & Green Spaces,30530835,33813200,3282365,110.8,173.13,Local Authority Budget
SP-0221,LA025,Colchester Borough Council,East of England,2019,Waste Management,39281779,36230300,-3051479,92.2,185.51,Private Finance Initiative
SP-0222,LA025,Colchester Borough Council,East of England,2021,Digital Infrastructure,22086061,23770600,1684539,107.6,121.71,Central Government Grant
SP-0223,LA025,Colchester Borough Council,East of England,2021,Energy & Utilities,23244191,29625100,6380909,127.5,151.69,Mixed Funding
SP-0286,LA033,City of London Corporation,London,2021,Flood & Drainage,6193221,7653700,1460479,123.6,814.22,City Deal
SP-0287,LA033,City of London Corporation,London,2022,Flood & Drainage,12998619,13471300,472681,103.6,1433.12,Local Authority Budget
SP-0288,LA033,City of London Corporation,London,2021,Parks & Green Spaces,27926708,28980400,1053692,103.8,3083.02,City Deal
SP-0289,LA033,City of London Corporation,London,2021,Waste Management,25386200,25765100,378900,101.5,2740.97,Mixed Funding
SP-0290,LA033,City of London Corporation,London,2023,Digital Infrastructure,29885121,38288700,8403579,128.1,4073.27,Levelling Up Fund
SP-0291,LA033,City of London Corporation,London,2019,Energy & Utilities,25340880,24586000,-754880,97,2615.53,Local Authority Budget
SP-0283,LA033,City of London Corporation,London,2021,Roads & Transport,31943958,42204200,10260242,132.1,4489.81,City Deal
SP-0284,LA033,City of London Corporation,London,2023,Housing & Planning,10195569,12716600,2521031,124.7,1352.83,Levelling Up Fund
SP-0285,LA033,City of London Corporation,London,2022,Housing & Planning,27141889,22154000,-4987889,81.6,2356.81,Levelling Up Fund
SP-0335,LA039,London Borough of Southwark,London,2021,Roads & Transport,10426415,8249000,-2177415,79.1,26.01,Central Government Grant
SP-0336,LA039,London Borough of Southwark,London,2022,Housing & Planning,44674912,31873400,-12801512,71.3,100.48,EU Structural Funds
SP-0337,LA039,London Borough of Southwark,London,2019,Flood & Drainage,11347762,14912800,3565038,131.4,47.01,Combined Authority
SP-0338,LA039,London Borough of Southwark,London,2022,Parks & Green Spaces,30126483,23694000,-6432483,78.6,74.7,Private Finance Initiative
SP-0339,LA039,London Borough of Southwark,London,2020,Parks & Green Spaces,30941898,30062500,-879398,97.2,94.77,EU Structural Funds
SP-0340,LA039,London Borough of Southwark,London,2021,Waste Management,26464178,21588300,-4875878,81.6,68.06,City Deal
SP-0341,LA039,London Borough of Southwark,London,2023,Digital Infrastructure,22358340,16295200,-6063140,72.9,51.37,City Deal
SP-0342,LA039,London Borough of Southwark,London,2019,Energy & Utilities,30103915,30286200,182285,100.6,95.48,Local Authority Budget
SP-0343,LA039,London Borough of Southwark,London,2021,Energy & Utilities,40877650,37262600,-3615050,91.2,117.47,Combined Authority
SP-0406,LA047,London Borough of Richmond upon Thames,London,2019,Roads & Transport,19300752,15691100,-3609652,81.3,79.13,Levelling Up Fund
SP-0407,LA047,London Borough of Richmond upon Thames,London,2019,Housing & Planning,34844141,39755200,4911059,114.1,200.48,Local Authority Budget
SP-0408,LA047,London Borough of Richmond upon Thames,London,2023,Flood & Drainage,6547794,4263600,-2284194,65.1,21.5,Private Finance Initiative
SP-0409,LA047,London Borough of Richmond upon Thames,London,2021,Parks & Green Spaces,37239360,31076000,-6163360,83.4,156.71,Local Authority Budget
SP-0410,LA047,London Borough of Richmond upon Thames,London,2020,Waste Management,28086822,35022000,6935178,124.7,176.61,Levelling Up Fund
SP-0411,LA047,London Borough of Richmond upon Thames,London,2022,Waste Management,14516277,15918100,1401823,109.7,80.27,EU Structural Funds
SP-0412,LA047,London Borough of Richmond upon Thames,London,2021,Digital Infrastructure,15117635,19203800,4086165,127,96.84,Local Authority Budget
SP-0413,LA047,London Borough of Richmond upon Thames,London,2020,ENERGY & UTILITIES,36754212,42965300,6211088,116.9,216.67,Central Government Grant
SP-0414,LA048,London Borough of Merton,London,2022,Roads & Transport,27305904,21644300,-5661604,79.3,104.61,Levelling Up Fund
SP-0415,LA048,London Borough of Merton,London,2021,Housing & Planning,18526007,24942700,6416693,134.6,120.55,Central Government Grant
SP-0416,LA048,London Borough of Merton,London,2022,Flood & Drainage,40802617,48288100,7485483,118.3,233.39,City Deal
SP-0417,LA048,London Borough of Merton,London,2022,Parks & Green Spaces,39407462,37581100,-1826362,95.4,181.64,EU Structural Funds
SP-0418,LA048,London Borough of Merton,London,2023,Waste Management,26545551,35351900,8806349,133.2,170.86,City Deal
SP-0419,LA048,London Borough of Merton,London,2019,Digital Infrastructure,38976677,49543700,10567023,127.1,239.46,Mixed Funding
SP-0420,LA048,London Borough of Merton,London,2020,Energy & Utilities,7181348,6029300,-1152048,84,29.14,City Deal
SP-0429,LA050,Sunderland City Council,North East,2023,Roads & Transport,11830984,14475300,2644316,122.4,50.14,Private Finance Initiative
SP-0430,LA050,Sunderland City Council,North East,2021,Roads & Transport,3812528,5027200,1214672,131.9,17.41,City Deal
SP-0431,LA050,Sunderland City Council,North East,2023,Housing & Planning,36834955,44755600,7920645,121.5,155.02,EU Structural Funds
SP-0432,LA050,Sunderland City Council,North East,2020,Flood & Drainage,33929811,34177500,247689,100.7,118.38,Central Government Grant
SP-0433,LA050,Sunderland City Council,North East,2021,Parks & Green Spaces,5868586,5251800,-616786,89.5,18.19,Private Finance Initiative
SP-0434,LA050,Sunderland City Council,North East,2019,Parks & Green Spaces,27260868,21019500,-6241368,77.1,72.81,Mixed Funding
SP-0435,LA050,Sunderland City Council,North East,2019,Waste Management,43579403,35573500,-8005903,81.6,123.22,City Deal
SP-0436,LA050,Sunderland City Council,North East,2022,Digital Infrastructure,2583277,3111200,527923,120.4,10.78,City Deal
SP-0437,LA050,Sunderland City Council,North East,2019,Energy & Utilities,30674400,27000200,-3674200,88,93.52,City Deal
SP-0480,LA055,Hartlepool Borough Council,North East,2021,Roads & Transport,27050061,22540500,-4509561,83.3,245.01,Local Authority Budget
SP-0481,LA055,Hartlepool Borough Council,North East,2023,Housing & Planning,14552716,12970500,-1582216,89.1,140.98,Local Authority Budget
SP-0482,LA055,Hartlepool Borough Council,North East,2021,Flood & Drainage,25092554,21339800,-3752754,85,231.95,Levelling Up Fund
SP-0483,LA055,Hartlepool Borough Council,North East,2023,Parks & Green Spaces,21816710,19821900,-1994810,90.9,215.46,EU Structural Funds
SP-0484,LA055,Hartlepool Borough Council,North East,2021,Waste Management,35219051,25354600,-9864451,72,275.59,EU Structural Funds
SP-0485,LA055,Hartlepool Borough Council,North East,2023,Digital Infrastructure,22773917,16930100,-5843817,74.3,184.02,Levelling Up Fund
SP-0486,LA055,Hartlepool Borough Council,North East,2019,Energy & Utilities,39325802,50724800,11398998,129,551.36,Combined Authority
SP-0529,LA061,Manchester City Council,North West,2020,Roads & Transport,20035632,20327500,291868,101.5,36.74,Combined Authority
SP-0530,LA061,Manchester City Council,North West,2019,Housing & Planning,14398097,10582000,-3816097,73.5,19.13,City Deal
SP-0531,LA061,Manchester City Council,North West,2019,Flood & Drainage,21654485,15355800,-6298685,70.9,27.76,Private Finance Initiative
SP-0532,LA061,Manchester City Council,North West,2022,Parks & Green Spaces,28025186,34992700,6967514,124.9,63.25,Mixed Funding
SP-0533,LA061,Manchester City Council,North West,2021,Waste Management,34587100,30958700,-3628400,89.5,55.96,Mixed Funding
SP-0534,LA061,Manchester City Council,North West,2021,Digital Infrastructure,20869475,24053100,3183625,115.3,43.48,Central Government Grant
SP-0535,LA061,Manchester City Council,North West,2019,Energy & Utilities,32674683,34179300,1504617,104.6,61.78,Central Government Grant
SP-0536,LA062,Liverpool City Council,North West,2022,Roads & Transport,2255289,2823900,568611,125.2,5.71,Levelling Up Fund
SP-0537,LA062,Liverpool City Council,North West,2022,Housing & Planning,44156966,28811600,-15345366,65.2,58.23,Mixed Funding
SP-0538,LA062,Liverpool City Council,North West,2020,Housing & Planning,5952013,7418700,1466687,124.6,14.99,Private Finance Initiative
SP-0539,LA062,Liverpool City Council,North West,2023,Flood & Drainage,20032434,25824200,5791766,128.9,52.19,City Deal
SP-0540,LA062,Liverpool City Council,North West,2020,Parks & Green Spaces,23792398,19809600,-3982798,83.3,40.03,Private Finance Initiative
SP-0541,LA062,Liverpool City Council,North West,2021,Waste Management,895360,766900,-128460,85.6,1.55,Central Government Grant
SP-0542,LA062,Liverpool City Council,North West,2019,Digital Infrastructure,36480346,36703400,223054,100.6,74.18,Levelling Up Fund
SP-0543,LA062,Liverpool City Council,North West,2022,Digital Infrastructure,44182407,31565700,-12616707,71.4,63.79,Local Authority Budget
SP-0544,LA062,Liverpool City Council,North West,2022,Energy & Utilities,22480887,26705100,4224213,118.8,53.97,Levelling Up Fund
SP-0578,LA066,Stockport Metropolitan Borough Council,North West,2021,Waste Management,12977822,15515000,2537178,119.6,52.92,Mixed Funding
SP-0579,LA066,Stockport Metropolitan Borough Council,North West,2023,Waste Management,37451132,32187800,-5263332,85.9,109.78,Combined Authority
SP-0580,LA066,Stockport Metropolitan Borough Council,North West,2020,Digital Infrastructure,31741458,36231700,4490242,114.1,123.57,Private Finance Initiative
SP-0581,LA066,Stockport Metropolitan Borough Council,North West,2023,Energy & Utilities,33028462,29993300,-3035162,90.8,102.3,EU Structural Funds
SP-0582,LA066,Stockport Metropolitan Borough Council,North West,2020,Energy & Utilities,15092574,14252400,-840174,94.4,48.61,Mixed Funding
SP-0573,LA066,Stockport Metropolitan Borough Council,North West,2020,Roads & Transport,7637023,5134000,-2503023,67.2,17.51,EU Structural Funds
SP-0574,LA066,Stockport Metropolitan Borough Council,North West,2023,Housing & Planning,34443709,35964800,1521091,104.4,122.66,Central Government Grant
SP-0575,LA066,Stockport Metropolitan Borough Council,North West,2022,Flood & Drainage,15612502,10614600,-4997902,68,36.2,Combined Authority
SP-0576,LA066,Stockport Metropolitan Borough Council,North West,2020,Flood & Drainage,28330422,21235600,-7094822,75,72.43,City Deal
